Company_Name,Category,M_Name,URL
ajantasoya,vanaspatioils,Ajanta Soya,http://www.moneycontrol.com/india/stockpricequote/vanaspatioils/ajantasoya/AS03
ajantatubes,steeltubespipes,Ajanta Tubes,http://www.moneycontrol.com/india/stockpricequote/steeltubespipes/ajantatubes/AT03
ajconglobal,financeinvestments,Ajcon Global,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/ajconglobal/AG01
ajel,computerssoftwaremediumsmall,AJEL,http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/ajel/AI64
ajmerarealtyinfraindia,constructioncontractingrealestate,Ajmera Realty,http://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/ajmerarealtyinfraindia/ARI03
ajoonibiotechltd,diversified,Ajooni Biotech,http://www.moneycontrol.com/india/stockpricequote/diversified/ajoonibiotechltd/ABL01
ajwafunworldresort,miscellaneous,Ajwa Fun World,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/ajwafunworldresort/AFW
akaiimpex,trading,Akai Impex,http://www.moneycontrol.com/india/stockpricequote/trading/akaiimpex/AI09
akarautoindustries,castingsforgings,Akar Auto Indus,http://www.moneycontrol.com/india/stockpricequote/castingsforgings/akarautoindustries/AT04
akarlaminators,packaging,Akar Laminators,http://www.moneycontrol.com/india/stockpricequote/packaging/akarlaminators/AL03
akashagencies,financeinvestments,Akash Agencies,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/akashagencies/AA11
akashagroindustries,edibleoilssolventextraction,Akash Agro Ind,http://www.moneycontrol.com/india/stockpricequote/edibleoilssolventextraction/akashagroindustries/AAI
akashhousing,constructioncontractinghousing,Akash Housing,http://www.moneycontrol.com/india/stockpricequote/constructioncontractinghousing/akashhousing/AH03
akashinfraprojects,miscellaneous,Akash Infraproj,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/akashinfraprojects/AI76
akashdeepmetalindustries,miscellaneous,Akashdeep Metal,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/akashdeepmetalindustries/AMI
akcsynthetics,textilesweaving,AKC Synthetics,http://www.moneycontrol.com/india/stockpricequote/textilesweaving/akcsynthetics/AKC
akgacousticsindia,electricals,AKG Acoustics,http://www.moneycontrol.com/india/stockpricequote/electricals/akgacousticsindia/AKG
akgexim,diversified,AKG Exim,http://www.moneycontrol.com/india/stockpricequote/diversified/akgexim/AE20
akhilceramics,ceramicsgranite,Akhil Ceramics ,http://www.moneycontrol.com/india/stockpricequote/ceramicsgranite/akhilceramics/ACL01
akiindia,leatherproducts,AKI India,http://www.moneycontrol.com/india/stockpricequote/leatherproducts/akiindia/AI80
akmlaceembrotex,textilesgeneral,AKM Lace & Embr,http://www.moneycontrol.com/india/stockpricequote/textilesgeneral/akmlaceembrotex/ALE
akmlaceembrotex,miscellaneous,AKM Lace and Em,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/akmlaceembrotex/AKM
akmestarhousingfinance,financehousing,Akme Star,http://www.moneycontrol.com/india/stockpricequote/financehousing/akmestarhousingfinance/ASH01
akshoptifibre,cablestelephone,Aksh Optifibre,http://www.moneycontrol.com/india/stockpricequote/cablestelephone/akshoptifibre/AO03
aksharspintexltd,textilesgeneral,Akshar Spintex,http://www.moneycontrol.com/india/stockpricequote/textilesgeneral/aksharspintexltd/ASL
aksharchemindia,dyespigments,AksharChem,http://www.moneycontrol.com/india/stockpricequote/dyespigments/aksharchemindia/AI29
akshaysoftware,computerssoftwaremediumsmall,Akshay Software,http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/akshaysoftware/AS21
akzonobelindia,paintsvarnishes,Akzo Nobel,http://www.moneycontrol.com/india/stockpricequote/paintsvarnishes/akzonobelindia/ICI
akzonobelchemicalsindia,petrochemicals,Akzo Nobel Chem,http://www.moneycontrol.com/india/stockpricequote/petrochemicals/akzonobelchemicalsindia/ANC
alamanatfinanceandcapitalservices,financeinvestments,Al-Amanat Finan,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/alamanatfinanceandcapitalservices/AAF02
alacrityelectronics,electricals,Alacrity Elec,http://www.moneycontrol.com/india/stockpricequote/electricals/alacrityelectronics/AE02
alacrityhousing,constructioncontractinghousing,Alacrity Housin,http://www.moneycontrol.com/india/stockpricequote/constructioncontractinghousing/alacrityhousing/AH01
alacritysecurities,financegeneral,Alacrity Sec,http://www.moneycontrol.com/india/stockpricequote/financegeneral/alacritysecurities/AS04
alanscottindustries,textilesreadymadeapparels,Alan Scott Ind,http://www.moneycontrol.com/india/stockpricequote/textilesreadymadeapparels/alanscottindustries/ASI04
alangindustriesgases,chemicals,Alang Ind Gases,http://www.moneycontrol.com/india/stockpricequote/chemicals/alangindustriesgases/AIG
alangmarine,shipping,Alang Marine,http://www.moneycontrol.com/india/stockpricequote/shipping/alangmarine/AM03
alankit,miscellaneous,Alankit,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/alankit/EGJ
albertdavid,pharmaceuticals,Albert David,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/albertdavid/AD01
alchemieorganics,pesticidesagrochemicals,Alchemie Organi,http://www.moneycontrol.com/india/stockpricequote/pesticidesagrochemicals/alchemieorganics/AO01
alchemist,miscellaneous,Alchemist,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/alchemist/A12
alchemistcorporation,textilesspinningcottonblended,Alchemist Corp,http://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/alchemistcorporation/AC23
alchemistrealty,constructioncontractingrealestate,Alchemist Real,http://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/alchemistrealty/AR08
alcoblexmetals,metalsnonferrous,Alcobex Metals,http://www.moneycontrol.com/india/stockpricequote/metalsnonferrous/alcoblexmetals/AM04
alembic,pharmaceuticals,Alembic,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/alembic/A08
alembicglassindustries,glassglassproducts,Alembic Glass,http://www.moneycontrol.com/india/stockpricequote/glassglassproducts/alembicglassindustries/AGI
alembicpharmaceuticals,pharmaceuticals,Alembic Pharma,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/alembicpharmaceuticals/AP35
alertpetrogas,miscellaneous,Alert Petrogas,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/alertpetrogas/AP04
alexanderstampsandcoin,financeinvestments,Alexander Stamp,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/alexanderstampsandcoin/JLF
alexconextrusions,aluminium,Alexcon Extr,http://www.moneycontrol.com/india/stockpricequote/aluminium/alexconextrusions/AE03
alexconfoamcast,castingsforgings,Alexcon Foam,http://www.moneycontrol.com/india/stockpricequote/castingsforgings/alexconfoamcast/AF04
alfaexportstechnologies,chemicals,Alfa Exports,http://www.moneycontrol.com/india/stockpricequote/chemicals/alfaexportstechnologies/AET01
alfaicaindia,miscellaneous,Alfa ICA,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/alfaicaindia/AIC
alfalavalindia,engineeringheavy,Alfa Laval,http://www.moneycontrol.com/india/stockpricequote/engineeringheavy/alfalavalindia/ALI02
alfatransformer,electricequipment,Alfa Transforme,http://www.moneycontrol.com/india/stockpricequote/electricequipment/alfatransformer/AT06
alfavisionsecuritiesfinance,financeleasinghirepurchase,Alfavision Sec,http://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/alfavisionsecuritiesfinance/ASF
alfredherbertindia,engineering,Alfred Herbert,http://www.moneycontrol.com/india/stockpricequote/engineering/alfredherbertindia/AHI
aliconcastalloy,castingsforgings,Alicon Castallo,http://www.moneycontrol.com/india/stockpricequote/castingsforgings/aliconcastalloy/EC06
alkadiamondindustries,diamondcuttingjewellerypreciousmetals,Alka Diamond,http://www.moneycontrol.com/india/stockpricequote/diamondcuttingjewellerypreciousmetals/alkadiamondindustries/ADI01
alkaindia,textilesspinningcottonblended,Alka India,http://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/alkaindia/AI52
alkasecurities,financegeneral,Alka Secur,http://www.moneycontrol.com/india/stockpricequote/financegeneral/alkasecurities/AS17
alkalimetals,chemicals,Alkali Metals,http://www.moneycontrol.com/india/stockpricequote/chemicals/alkalimetals/AM11
alkemlaboratories,pharmaceuticals,Alkem Lab,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/alkemlaboratories/AL05
alkylamineschemicals,chemicals,Alkyl Amines,http://www.moneycontrol.com/india/stockpricequote/chemicals/alkylamineschemicals/AAC
allmetalprocessindustries,steelcrhrstrips,All Metal Proc,http://www.moneycontrol.com/india/stockpricequote/steelcrhrstrips/allmetalprocessindustries/AMP
allahabadbank,bankspublicsector,Allahabad Bank,http://www.moneycontrol.com/india/stockpricequote/bankspublicsector/allahabadbank/AB15
allcargologistics,transportlogistics,Allcargo,http://www.moneycontrol.com/india/stockpricequote/transportlogistics/allcargologistics/AGL02
alliancecapitalfinancialservices,financeleasinghirepurchase,Alliance Capita,http://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/alliancecapitalfinancialservices/ACF01
alliancecreditinvestments,financeinvestments,Alliance Credit,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/alliancecreditinvestments/ACI03
alliancefundsmanagement,financeinvestments,Alliance Funds,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/alliancefundsmanagement/AFM
allianceintegratedmetaliks,steelspongeiron,Alliance Integ,http://www.moneycontrol.com/india/stockpricequote/steelspongeiron/allianceintegratedmetaliks/AIM
alliedcomputersinternationalasia,computerssoftwaremediumsmall,Allied Computer,http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/alliedcomputersinternationalasia/ACI13
allieddigitalservices,computerssoftwaremediumsmall,Allied Digital,http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/allieddigitalservices/ADS01
alliedresinschemicals,chemicals,Allied Resins,http://www.moneycontrol.com/india/stockpricequote/chemicals/alliedresinschemicals/ARC
allsectechnologies,computerssoftwaremediumsmall,ALLSEC Tech,http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/allsectechnologies/ALL01
allsoftcorporation,computerssoftwaremediumsmall,Allsoft Corp,http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/allsoftcorporation/AC17
almondzglobalsecurities,financeinvestments,Almondz Global,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/almondzglobalsecurities/AGS
alnatradingexports,miscellaneous,Alna Trading,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/alnatradingexports/ATE03
alokindustries,textilesweaving,Alok Industries,http://www.moneycontrol.com/india/stockpricequote/textilesweaving/alokindustries/AI54
aloratradingcompanylimited,trading,Alora Trading ,http://www.moneycontrol.com/india/stockpricequote/trading/aloratradingcompanylimited/ATC03
alpexports,leatherproducts,Alp Exports,http://www.moneycontrol.com/india/stockpricequote/leatherproducts/alpexports/AE04
alpalaboratories,pharmaceuticals,Alpa Labs,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/alpalaboratories/AL11
alphadrugsindia,pharmaceuticals,Alpha Drugs,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/alphadrugsindia/ADI
alphagraphicindia,miscellaneous,Alpha Graphic,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/alphagraphicindia/AGI03
alphahitechfuel,miscellaneous,Alpha Hi-Tech,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/alphahitechfuel/AHT
alphageoindia,oildrillingandexploration,Alphageo,http://www.moneycontrol.com/india/stockpricequote/oildrillingandexploration/alphageoindia/AI10
alphalogictechsys,media,Alphalogic Tech,http://www.moneycontrol.com/india/stockpricequote/media/alphalogictechsys/AT23
alpicfinance,financeinvestments,Alpic Finance,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/alpicfinance/AF05
alpinecapitalservices,financeinvestments,Alpine Capital,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/alpinecapitalservices/ACS
alpinehousingdevcorp,constructioncontractinghousing,Alpine Hsg,http://www.moneycontrol.com/india/stockpricequote/constructioncontractinghousing/alpinehousingdevcorp/AHD
alpineindustries,edibleoilssolventextraction,Alpine Ind,http://www.moneycontrol.com/india/stockpricequote/edibleoilssolventextraction/alpineindustries/AI11
alpsindustries,textilesgeneral,Alps Industries,http://www.moneycontrol.com/india/stockpricequote/textilesgeneral/alpsindustries/AI12
alpsinfosys,computerssoftwaremediumsmall,Alps Infosys,http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/alpsinfosys/AI42
alpslaboratories,pharmaceuticals,Alps Labs,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/alpslaboratories/AL04
alpsmotorfinance,financegeneral,Alps Motor Fin,http://www.moneycontrol.com/india/stockpricequote/financegeneral/alpsmotorfinance/AMF03
alsaconstructionshousing,constructioncontractingcivil,Alsa Construct,http://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/alsaconstructionshousing/ACH
alsamarineharvests,aquaculture,Alsa Marine,http://www.moneycontrol.com/india/stockpricequote/aquaculture/alsamarineharvests/AMH
alstonetextiles,miscellaneous,Alstone Text,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/alstonetextiles/SH14
altosindia,computershardware,Altos India,http://www.moneycontrol.com/india/stockpricequote/computershardware/altosindia/AI13
alufluoride,chemicals,Alufluoride,http://www.moneycontrol.com/india/stockpricequote/chemicals/alufluoride/A01
alumilitearchitecturals,infrastructuregeneral,Alumilite Archi,http://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/alumilitearchitecturals/AA15
alumilitearchitecturals,infrastructuregeneral,Alumilite Archi,http://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/alumilitearchitecturals/AA16
aluminiumindustries,aluminium,Aluminium Ind,http://www.moneycontrol.com/india/stockpricequote/aluminium/aluminiumindustries/AIL
amajinagroexports,foodprocessing,Amajin Agro Exp,http://www.moneycontrol.com/india/stockpricequote/foodprocessing/amajinagroexports/AAE
amal,dyespigments,Amal,http://www.moneycontrol.com/india/stockpricequote/dyespigments/amal/AP05
amalgamatedelectricity,financeleasinghirepurchase,Amalgamated Ele,http://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/amalgamatedelectricity/AE05
amanadityafinancialservices,financeleasinghirepurchase,Aman Aditya Fin,http://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/amanadityafinancialservices/AAF
amanitradingexports,trading,Amani Trading,http://www.moneycontrol.com/india/stockpricequote/trading/amanitradingexports/ATE01
amaralcoholi,breweriesdistilleries,Amar Alcoholi,http://www.moneycontrol.com/india/stockpricequote/breweriesdistilleries/amaralcoholi/AA07
amardyechem,chemicals,Amar Dye-Chem,http://www.moneycontrol.com/india/stockpricequote/chemicals/amardyechem/ADC
amarremedies,personalcare,Amar Remedies,http://www.moneycontrol.com/india/stockpricequote/personalcare/amarremedies/AR07
amarvanijya,miscellaneous,Amar Vanijya,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/amarvanijya/AVL
amararajabatteries,autoancillaries,Amara Raja Batt,http://www.moneycontrol.com/india/stockpricequote/autoancillaries/amararajabatteries/ARB
amardeepindustries,miscellaneous,Amardeep,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/amardeepindustries/AI53
